title,url,clean_content,timestamp
Grants and Relief Funds Management solution | EY - India,https://www.ey.com/en_in/services/managed-services/grants-relief-funds-management-solution,"                                                            The Team The global challenge |  Solution benefits | Solution features & functionality | Why EY The demand for coordinated public action to address both global and local challenges is greater and more urgent than ever. Vital grants and relief funds must reach intended recipients quickly and securely, with minimal fraud and error, maximum impact and full transparency.  We designed the EY Grants and Relief Funds Management solution to help governments and international organizations narrow the gap between policy and impact. The key principles for successful grants and relief funds management are: Our people are experienced professionals who understand the public sector and are driven by a purpose to improve outcomes for governments, citizens and communities. Our solution enables the seamless orchestration and governance of grants and relief funds. The core pillars of our offering are: We work with governments to improve the lives of the people and communities they serve. Our award-winning solution combines leading economic and financial policy design, compliance management, fraud detection, cybersecurity, risk and program management to improve grant and relief programs. EY Grants Accelerator Connect policy with impact using an efficient grants management platform (via EY.com US). Narrowing the gap between policy intent and impact In an increasingly interconnected world, we must think differently and act collectively to address global challenges. How EY can help Government & public sector strategy consulting EY-Parthenon government and public sector strategy teams help officials make better decisions. Learn more. Government & Public Sector services Our Government & Public Sector community brings together more than 20,000 EY people from over 100 countries. All of us share a passion to help governments work better for their people. International Development services Our international development professionals can help you with your development projects to deliver the best outcomes for your organization. EY refers to the global organization, and may refer to one or more, of the member firms of Ernst & Young Global Limited, each of which is a separate legal entity. Ernst & Young Global Limited, a UK company limited by guarantee, does not provide services to clients. Welcome to EY.com In addition to cookies that are strictly necessary to operate this website, we use the following types of cookies to improve your experience and our services: Functional cookies to enhance your experience (e.g. remember settings), Performance cookies to measure the website's performance and improve your experience, and Marketing/Targeting cookies, which are set by third parties, allow us to execute marketing campaigns, manage our relationship with you, build a profile of your interests and provide you with content or service offerings in accordance with your preferences. You may withdraw your consent to cookies at any time once you have entered the website through a link in the cookie policy, which you can find at the bottom of each page on the website in the ‘Legal and Privacy’ section. Review our cookie policy for more information.     ",2024-11-17 17:46:57.686498
Corporate responsibility | EY - India,https://www.ey.com/en_in/about-us/corporate-responsibility,"                                                             As a proud participant in the United Nations Global Compact (UNGC), the global EY organization is committed to advancing the Sustainable Development Goals (SDGs), and to aligning strategy and operations with the UNGC Ten Principles. Through the EY Ripples program, EY people are devoting their time to SDG-focused projects, bringing together the combined skills, knowledge and experience of the global EY network in pursuit of one shared vision: to positively impact one billion lives by 2030. At the same time, across the global EY organization, we continue to challenge ourselves to embed responsibility, inclusiveness and sustainability more deeply in everything we do. This includes through global commitments to upholding and promoting human rights, and to innovating toward a net zero future. Overseeing these commitments is the EY Corporate Responsibility Governance Council, which includes several members of the EY Global Executive, and brings together leaders from across EY functions, service lines and geographies. Faced with the urgent and interconnected challenges of climate change and social inequality, we believe businesses must go further, faster, to build a better working world — one that is socially just, economically inclusive and environmentally regenerative by design. Launched in 2018, with the ambition to positively impact one billion lives by 2030, the EY Ripples program embodies our quest to lead EY people and networks in accelerating progress toward the SDGs. Listen to The Better Heroes podcast Learn how you can mitigate the impact of climate catastrophe, global unemployment, food insecurity and social inequity. Together with clients and other like-minded organizations, EY people use their distinctive skills, knowledge and experience to bring positive change across three focus areas: supporting the next generation workforce, working with impact entrepreneurs and accelerating environmental sustainability. These are the areas where we believe our combined capabilities can make the biggest impact — where each ripple we start has the potential to grow and join with others to create waves of change.       EY Global Ideathon: Farm To Fork competition The EY Global Ideathon - Farm To Fork was launched to empower new innovators and explore new solutions for food security. Photo credit: Every1Mobile EY Ripples extends the value of EY knowledge and networks to people and places we might not otherwise reach. It empowers EY people to devote their time to SDG-focused projects that apply their skills in different contexts, and help them develop as more inclusive leaders with a deeper understanding of the challenges facing low-income and marginalized communities. As more and more EY people learn to appreciate the social value of the skills they use every day, so creating long-term value for society becomes more deeply embedded in our culture.     By joining forces with clients and other like-minded organizations, we can achieve together what no one organization could achieve alone.     Tackling the interconnected challenges of climate change and social inequality requires systemic change. By joining forces with clients and other like-minded organizations — including the following — across multiple countries, we can achieve together what no one organization could achieve alone. The constellation of organizations we work with includes government bodies, nonprofits, multinational corporations and impact investors, and it’s growing all the time. EY and Forbes collaborate for impact video series Hear from impact entrepreneurs, government officials and key strategic collaborators on how we all can accelerate impact at scale. The EY Ripples program and EY teams are earning worldwide recognition from clients and collaborators for the impact they’re making. Recent awards include: At EY, we believe that when organizations align their aims with society’s, they will be more valuable and viable in the long-term, and we will all be closer to addressing some of the world’s greatest challenges. It is through this lens that we make long-term commitments, including in relation to upholding human rights and innovating toward a net zero future. EY Global Human Rights Statement The EY Global Executive has signed this statement to demonstrate its commitment to uphold and promote human rights. The EY carbon ambition The global EY organization has set targets to significantly reduce absolute emissions, and to remove or offset more carbon than we emit each year, making EY carbon negative in 2021 and net zero by 2025. EY Value Realized 2023 Read the report on our progress in building a better working world by creating long-term value for our people, clients and wider society. Direct to your inbox Stay up to date with our Editor‘s picks newsletter. On the agenda (6) Entrepreneurship  SDGs in business | Insights, case studies & services | EY - Global Featured: How can corporate reporting bridge the ESG trust gap? Inclusive growth  People and workforce      EY refers to the global organization, and may refer to one or more, of the member firms of Ernst & Young Global Limited, each of which is a separate legal entity. Ernst & Young Global Limited, a UK company limited by guarantee, does not provide services to clients. Welcome to EY.com In addition to cookies that are strictly necessary to operate this website, we use the following types of cookies to improve your experience and our services: Functional cookies to enhance your experience (e.g. remember settings), Performance cookies to measure the website's performance and improve your experience, and Marketing/Targeting cookies, which are set by third parties, allow us to execute marketing campaigns, manage our relationship with you, build a profile of your interests and provide you with content or service offerings in accordance with your preferences. You may withdraw your consent to cookies at any time once you have entered the website through a link in the cookie policy, which you can find at the bottom of each page on the website in the ‘Legal and Privacy’ section. Review our cookie policy for more information.     ",2024-11-17 17:47:06.103906
India state incentives | EY India | EY - India,https://www.ey.com/en_in/media/podcasts/india-state-incentives,"                                                            Delve into tax credits, grants, and subsidies offered by states across the nation. Our expert hosts unravel unique opportunities, sharing insights and success stories. Discover how to leverage these incentives for business expansion, from renewable energy credits to workforce training grants. Subscribe for a deep dive into economic development, essential for entrepreneurs and business leaders aiming to maximize growth while supporting local economies. Uncover the treasures of state incentives and ignite your business success. Join us on this journey to prosperity. 04 Episodes podcasts
Podcast series person
Presenters EY refers to the global organization, and may refer to one or more, of the member firms of Ernst & Young Global Limited, each of which is a separate legal entity. Ernst & Young Global Limited, a UK company limited by guarantee, does not provide services to clients. Welcome to EY.com In addition to cookies that are strictly necessary to operate this website, we use the following types of cookies to improve your experience and our services: Functional cookies to enhance your experience (e.g. remember settings), Performance cookies to measure the website's performance and improve your experience, and Marketing/Targeting cookies, which are set by third parties, allow us to execute marketing campaigns, manage our relationship with you, build a profile of your interests and provide you with content or service offerings in accordance with your preferences. You may withdraw your consent to cookies at any time once you have entered the website through a link in the cookie policy, which you can find at the bottom of each page on the website in the ‘Legal and Privacy’ section. Review our cookie policy for more information.     ",2024-11-17 17:47:13.079443
Allen Melton – EY Americas Forensic & Integrity Services Government & Public Sector Leader | EY - India,https://www.ey.com/en_in/people/allen-melton,"                                                            I am passionate about helping clients who have suffered a loss to not only recover financially, but build back and return as a more resilient organization. EY Americas Forensic & Integrity Services Government & Public Sector Leader Helping clients recover financially after disasters. Extensive experience with commercial insurance claims and federal disaster grants. Allen is a partner of Ernst & Young LLP and the EY Americas Government & Public Sector leader – Forensic & Integrity Services. He has spent the majority of his career helping clients achieve financial recovery from disasters through commercial insurance claims, FEMA’s Public Assistance program, HUD CDBG-DR grants and other sources of funding. Over the past 25 years, Allen has assisted clients in the attainment and resolution of over $20 billion in insured claims and federal disaster grants resulting from various loss events around the globe. He also regularly provides industry thought leadership through presentations at the various industry events.     EY refers to the global organization, and may refer to one or more, of the member firms of Ernst & Young Global Limited, each of which is a separate legal entity. Ernst & Young Global Limited, a UK company limited by guarantee, does not provide services to clients. Welcome to EY.com In addition to cookies that are strictly necessary to operate this website, we use the following types of cookies to improve your experience and our services: Functional cookies to enhance your experience (e.g. remember settings), Performance cookies to measure the website's performance and improve your experience, and Marketing/Targeting cookies, which are set by third parties, allow us to execute marketing campaigns, manage our relationship with you, build a profile of your interests and provide you with content or service offerings in accordance with your preferences. You may withdraw your consent to cookies at any time once you have entered the website through a link in the cookie policy, which you can find at the bottom of each page on the website in the ‘Legal and Privacy’ section. Review our cookie policy for more information.     ",2024-11-17 17:47:20.915662
FICCI-EY Report Calls for 'National Cancer Care Policy' to Address Gaps in Access and Affordability - Elets eHealth,https://ehealth.eletsonline.com/2024/11/ficci-ey-report-calls-for-national-cancer-care-policy-to-address-gaps-in-access-and-affordability/," A new report titled “Road Map for Making Cancer Care Affordable and Accessible” by FICCI-EY Parthenon has highlighted the urgent need for a national policy on cancer care in India. Compiled from a series of roundtable discussions conducted over the past year in collaboration with the Ministry of Health & Family Welfare, the report emphasizes the critical need for increased funding and resources to combat the country’s rising cancer burden. Currently, only 30% of districts in India have access to comprehensive cancer centers, leading to significant healthcare disparities. The report calls for a dedicated national policy that allocates funding for the six most common types of cancers in India. Official statistics showed nearly 2 million cancer cases in 2022, though the actual figures could be 1.5 to 3 times higher. Experts warn that new cases could reach 4.5 million within the next five to six years, further straining an already limited healthcare infrastructure. Dr. Harsh Mahajan, Chair of the FICCI Health Services Committee and Founder and Chairman of Mahajan Imaging Labs, stated, “This whitepaper serves as a blueprint for action, guiding policymakers, healthcare providers, and the community to transform India’s cancer care paradigm through proactive prevention and treatment strategies.” Highlighting the role of private-public partnerships, Srimayee Chakraborty, Partner at EY Parthenon India, noted, “These partnerships are essential for driving investment and innovation, making cancer care more efficient and accessible across the country.” Malti Sachdev from Siemens Healthcare highlighted the low rate of cancer screenings among Indian women, with only 15% undergoing regular screenings for breast cancer due to fear and lack of awareness. She suggested that India could adopt models from countries like Korea and Japan, where government policies provide extensive financial coverage for cancer care and emphasize outcome-based healthcare. Also Read: IIT Ropar Unveils Affordable, Off-Grid Mechanical Knee Rehab Device; Secures Patent The report’s key recommendations include the establishment of a Comprehensive National Cancer Care Program, encompassing funding for all stages of cancer treatment, from diagnostics to surgical and radiation therapies. It also proposes enhancing existing government healthcare schemes with a top-up cancer coverage that would increase benefits by three to four times the current amount, potentially boosting access to advanced treatments and improving patient outcomes.   Be a part of history! Express your interest and get featured in our exclusive souvenir, launching at the Bengaluru Tech Summit.  Be a part of Elets Collaborative Initiatives. Join Us for Upcoming Events and explore business opportunities. Like us on Facebook , connect with us on LinkedIn and follow us on Twitter , Instagram.           eHealth, Asia and Middle East’s premier quarterly magazine and portal, is a narrative of latest developments in healthcare ecosystem. It’s about latest technology, projects and introduction of latest practices as policies and industry perspective.  © Copyright 2024 - Elets Technomedia Pvt Ltd Special Offer on Elets eHealth Limited Offer",2024-11-17 17:47:29.085586
Alerts,https://www.ey.com/en_in/alerts-hub,"      Browse through a selection of our newsletters for timely and updates on key developments. Subscribe Connect with us Our locations My EY Site map Legal and privacy   EY refers to the global organization, and may refer to one or more, of the member firms of Ernst & Young Global Limited, each of which is a separate legal entity. Ernst & Young Global Limited, a UK company limited by guarantee, does not provide services to clients. Facebook LinkedIn Twitter YouTube          In addition to cookies that are strictly necessary to operate this website, we use the following types of cookies to improve your experience and our services: Functional cookies to enhance your experience (e.g. remember settings), and Performance cookies to measure the website's performance and improve your experience, and Marketing/Targeting cookies, which are set by third parties with whom we execute marketing campaigns and allow us to provide you with content relevant to you.    You may withdraw your consent to cookies at any time once you have entered the website through a link in the privacy policy, which you can find at the bottom of each page on the website.  ",2024-11-17 17:47:34.190074
Risk Managed Services | EY - India,https://www.ey.com/en_in/services/risk/managed-services,"                                                            The team Organizations must take informed risks to innovate, differentiate and grow – to stay ahead of competitors. But traditional risk functions struggle to navigate the expanding scale, impact and pace of today’s risks, slowing down transformation and exposing organizations to breaches that jeopardize trust. Risk Managed Services combines EY digital assets and rich capabilities, as well as our talent and insights, to help create a connected, effective and intelligent risk function that delivers better business outcomes, including: We achieve this through taking a strategic, efficient and cost-effective approach to risk, that includes: With the confidence of Risk Managed Services, leaders are free to focus on innovation and growth. It’s your world, running on ours, better. Mitigating GenAI risks in financial services Discover how to mitigate generative AI risks in financial services with EY's insightful podcast. Tune in now to enhance your knowledge! EY refers to the global organization, and may refer to one or more, of the member firms of Ernst & Young Global Limited, each of which is a separate legal entity. Ernst & Young Global Limited, a UK company limited by guarantee, does not provide services to clients. Welcome to EY.com In addition to cookies that are strictly necessary to operate this website, we use the following types of cookies to improve your experience and our services: Functional cookies to enhance your experience (e.g. remember settings), Performance cookies to measure the website's performance and improve your experience, and Marketing/Targeting cookies, which are set by third parties, allow us to execute marketing campaigns, manage our relationship with you, build a profile of your interests and provide you with content or service offerings in accordance with your preferences. You may withdraw your consent to cookies at any time once you have entered the website through a link in the cookie policy, which you can find at the bottom of each page on the website in the ‘Legal and Privacy’ section. Review our cookie policy for more information.     ",2024-11-17 17:47:42.965614
403 page,https://www.efinancialcareers.co.uk/jobs-UK-London-EY_Foundation_-_Partnerships_Manager_Business_Development.id22144799,"eFinancialCareers have decided that, while we assess the implications of this new law on our business, we will be [temporarily] blocking traffic from mainland China from all of our services. This decision reflects our determination to comply with the privacy laws that exist in the territories we operate in. If you have any questions, then please do contact eFinancialCareers Support eFinancialCareers 决定在评估这项新法律对我们业务的影响期间，我们将[暂时]阻止从中国大陆访问我们所有服务的流量。这一决定体现了我们承诺遵守经营所在地区隐私保护法律的决心。 如果您有任何疑问，请联系 eFinancialCareers 支持团队",2024-11-17 17:47:45.499576
Sustainability and ESG Strategy Consulting | EY - Brazil,https://www.ey.com/en_br/services/strategy-transactions/sustainability-esg-strategy,"                                                                 In Strategy and Transactions The team Scaling-up sustainability through collaboration Learn from two of the world's biggest consumer companies on why a stakeholder ecosystem is key to accelerating sustainability. There are many factors driving sustainability and wider environmental, social governance (ESG) issues to the top of your agenda: government incentives and regulations; investor standards; customer sentiment; and the views of your workforce and broader society. Whether you are a public or private company, government institution, investor or financial stakeholder, we help you to transform your sustainability and ESG strategy to protect and help create new sources of short- and long-term value creation. Your challenges may include decarbonization and energy transition, eMobility, sustainable sourcing, or ensuring human rights in the supply chain. Our support will help you reframe your strategy, through scenario planning, value creation, business model reinvention and portfolio optimization. Our support will also help you accelerate your transition, through M&A, divestments, restructuring, green finance and strategic capital allocation, green infrastructure and decommissioning, economic and climate risk assessment, and advice on the tax implications of ESG. In short, we can help you design and realize your sustainability and ESG ambitions. Our sector and functional depth of experience and the breadth of our integrated multidisciplinary capabilities across more than 120 countries help you deliver better sustainability strategy. We work with you to help manage not only the financial value, but also the people, customer/commercial and societal impact of your ESG journey, while retaining a focus on the creation and protection of long-term value for all your stakeholders. We understand that every business has highly differentiated ESG challenges. Our multidisciplinary teams can assist you with your unique priorities, operating model and commercial ambition to navigate today’s complex environment, and help you to achieve your business objectives. We focus on real-world practical pathways to building a better future for you, your people and your organization. We are on your sustainability and ESG strategy journey with you.      Explore the full breadth of our value-led sustainability and ESG services at EY Sustainability. How to design and deliver ESG strategy? Learn how sustainability leaders are rethinking ESG strategy to build stakeholder trust and deliver long-term value. Prepare now for the new era of selective globalization Exploring scenarios for the world in five years reveals divergent paths for geopolitics, economic policies and company strategies. Learn more. Five generative AI initiatives leaders should pursue now Learn how to move beyond quick efficiency gains to a cohesive AI strategy that maximizes your growth potential in a fast-changing space. How bolder CEOs take charge to shape their future with confidence EY CEO confidence index assesses CEO sentiment across sector growth, price and inflation, business growth, talent, and investment and technology. Read more How your corporate strategy can deliver both growth and sustainability Beyond just increasing business value, CEOs must prove to stakeholders that they are delivering sustainably. Find out more How can sustainable finance transform 2050 pledges into real-world impact? Financial institutions need a framework that allows them to anticipate seismic economic transformation and adapt their strategy accordingly. Learn more. How bold action can accelerate the world’s multiple energy transitions Our energy system is reshaping at speed, but in different ways across different markets. Three accelerators can fast-track change. Learn more.     Value-led sustainability is everybody’s business EY is committed to making business work for sustainability and making sustainability work for business. How EY can help Corporate and growth strategy EY-Parthenon professionals can help your business design and provide transformative strategies for sustainable growth. Learn more. Restructuring and turnaround strategy Our restructuring and turnaround professionals can help your business transform, create, preserve and recover value. Find out how. Transaction strategy and execution EY-Parthenon professionals can help your company maximize value throughout the deal lifecycle, from target assessment through integration and beyond. Learn how. Divestment strategy: sell and separate Our divestiture services can help you with portfolio management to improve value from carve-out, spin-off or joint venture. Get in touch today. M&A advisory: Buy and integrate Discover M&A advisory services from EY when you buy and integrate. We help enable strategic growth through integrated mergers and acquisitions, joint ventures and alliances.   EY refers to the global organization, and may refer to one or more, of the member firms of Ernst & Young Global Limited, each of which is a separate legal entity. Ernst & Young Global Limited, a UK company limited by guarantee, does not provide services to clients. Welcome to EY.com In addition to cookies that are strictly necessary to operate this website, we use the following types of cookies to improve your experience and our services: Functional cookies to enhance your experience (e.g. remember settings), Performance cookies to measure the website's performance and improve your experience, and Marketing/Targeting cookies, which are set by third parties, allow us to execute marketing campaigns, manage our relationship with you, build a profile of your interests and provide you with content or service offerings in accordance with your preferences. You may withdraw your consent to cookies at any time once you have entered the website through a link in the cookie policy, which you can find at the bottom of each page on the website in the ‘Legal and Privacy’ section. Review our cookie policy for more information.     ",2024-11-17 17:47:53.258388
in.linkedin.com,https://in.linkedin.com/jobs/view/international-taxation-reviewer-senior-at-ey-4075613124,"If the problem continues, contact the site owner.  ",2024-11-17 17:53:23.188125
EU Funding & Tenders Portal,https://ec.europa.eu/info/funding-tenders/opportunities/portal/,This site uses cookies. Visit our cookies policy page or click the link in any footer for more information and to change your preferences.,2024-11-17 18:05:43.498341
Respite for Indian planters as EU grants time for EUDR compliance - The Hindu,https://www.thehindu.com/business/Industry/indian-coffee-growers-get-a-respite-as-eu-parliament-grants-more-time-for-eudr-compliance/article68875864.ece,"  Updated - November 17, 2024 02:51 am IST - Bengaluru/Coimbatore Shade-grown coffee at a Coffee estate in Kodagu district (Coorg), Karnataka. File | Photo Credit: Murali Kumar K. India’s major plantation sectors such as rubber and coffee have heaved a sigh of relief as the EU Parliament has voted in favour of a proposal by the European Commission to delay the implementation of EU Deforestation Regulation (EUDR) allowing growers, exporters and traders additional time for compliance. Accordingly, large coffee operators and exporters must meet EUDR regulations by December 30, 2025, while micro and small growers and traders have time until June 30, 2026 to comply, as against the earlier EU set mandatory due diligence procedures and compliance deadline of December 2024. Being EUDR-compliant indicates a grower’s forest-based coffee produce is legal, and not sourced from any deforested land or unethically cultivated. Notably, over 70% of Indian coffees are sold in EU countries, and therefore the compliance extension has direct implications on coffee players in India, although India was one among the few countries which grew coffee under two tier thick shade of native trees, say industry players. “Our coffee estates, in addition to coffee and shade trees has diverse flora and fauna. So Indian coffees are most sustainably grown. In spite of that India opposed EUDR since the compliance does not incentivise sustainably grown coffees,” Coffee Board of India CEO and secretary K.G. Jagadeesha told The Hindu. “Now given that EUDR is a regulation already passed by EU, we have no option but to comply as 70% of Indian coffee exported is going to EU. Coffee Board is developing a platform for assisting coffee producers in India to comply with EUDR. We also welcome the EU decision to extend the deadline,” he added. However, the Coffee Board CEO said EUDR compliance burden on planters and growers would be huge as it required technological and financial resources which won’t be compensated. Expressing similar concerns K.G. Rajeev, chairman, Karnataka Planters’ Association which represent over 70% of coffee growers in the country, said, ‘‘There are challenges in mobilisation of resources to invest by small and medium sized holdings to be EUDR compliant. Also there are elements of ambiguity. Strict enforcement without clarity on methodology to be implemented may not have desired results. All these may have adverse impact on productivity and profitability of the industry.” According to Mr. Rajeev, EUDR is a regulation with requirements for due diligence and traceability, which needs lot of data to demonstrate compliance both on ground and documentation. He insisted that Indian coffee couldn’t be compared with coffees in any other geographies as it was predominantly grown under shade. Coffee activities also encouraged preservation of existing forests which in turn provided habitat for variety of wildlife, avian populations and thus promoted natural biodiversity, he argued. Instead of putting the onus of compliance only on growers, industry institutions and government bodies should help in establishing compliance of regulations, he opined, adding, eco-friendly practices with improved soil health and carbon sequestration aligns with EUDR focus of protection of biodiversity and ecosystem. Postponement of the implementation of the EU Deforestation Regulation is expected to buoy up the international market for rubber and related products in the short term, said Santosh Kumar, chairman of the Rubber Committee of the United Planters’ Association of Southern India. “There were ambiguities and concerns in the market. Now that the EUDR will be implemented from 2026, the international market will have a positive impact in the short term,” he said. According to Rubber Board Executive Director M. Vasanthagesan, with the postponement of the regulation by an year, there is more time to prepare the rubber sector. The measures will continue, he added. The board has entered into an agreement with Hyderabad-based TRST01 as its technology partner to issue due diligence certificates to rubber exporters. “We recently held a stakeholders meeting and will start registering the exporters. We plan to do it in phases, starting with select districts in Kerala. The small-scale exporters will pay an user-fee and register,” he said. Industry sources said that of the annual production of about 8.5 lakh tonnes of natural rubber, only 4,000 tonnes are exported directly. However, exporters of rubber products will have to source from the growers who are compliant with the EUDR and so the impact will be on the growers. Published - November 16, 2024 11:03 pm IST European Union / parliament Copyright© 2024, THG PUBLISHING PVT LTD. or its affiliated companies. All rights reserved. BACK TO TOP   ",2024-11-17 18:05:49.983862
How to get funding under the Digital Europe programme | Shaping Europe’s digital future,https://digital-strategy.ec.europa.eu/en/activities/get-funding-digital,"  This site uses cookies. Visit our cookies policy page or click the link in any footer for more information and to change your preferences. Learn about the application process for the Digital Europe Programme. Disclaimer: This webpage is a brief overview. For the most up-to-date information please visit the EU Funding and Tenders Portal The funding and tender opportunities web page gives you an overview of the topics under the Digital Europe Programme. Through the same webpage, you can browse calls for proposals (‘calls’) that are forthcoming or already open. Each call has its own call documents giving you more precise information on some of the issues that the European Commission would like you to address in your proposal. The funding and tender portal hosts the services for managing your proposals and projects throughout their lifecycle. If you wish to respond to a call, you must submit a proposal before 17:00 Brussels time on the day of the indicated call deadline.  Please note that this deadline and specific time are strict and must be respected. We strongly advise you to submit your proposal ahead of time and not to wait until the last moment. All proposals must be submitted online.  If you need help to identify a potential partner with particular competences, facilities or experience, use the partner search options. Once the deadline has passed, all proposals are evaluated based on the criteria published in the Work Programmes. As a result, a list of ranked proposals is published. Independent experts specialised in the relevant fields may be involved in the evaluation.  When the evaluation is over, applicants are informed on the outcome.   The European Commission will draw up a grant agreement with each of the successful participants within the limits of the allocated budget. The grant agreement describes the activities to be undertaken, in line with the objectives of the call, the project’s duration, budget, rates and costs. It also details the EU contribution, rights and obligations and other specificities linked to the topic. The time frame for signing the grant agreements is up to 9 months from the closure of the call. Want to know more? See how to participate.   Follow the latest progress and learn more about getting involved.   The first seven proposals for artificial intelligence (AI) Factories have now been submitted under the EuroHPC Joint Undertaking (JU), which manages the call announced in September 2024.     The European Cybersecurity Competence Centre (ECCC) inaugurated its permanent premises in Bucharest, Romania this week.     The Commission has launched a call for setting up AI Factories to boost European leadership in trustworthy artificial intelligence (AI).     The European Digital Innovation Hubs (EDIHs) launched a Digital Maturity Assessment tool that will help SMEs to identify their strengths and weaknesses in the digital transformation of their business.    The Digital Europe Programme (DIGITAL) is an EU funding programme focused on bringing digital technology to businesses, citizens and public administrations.   The Digital Europe Programme Dashboard displays data about the Programme’s grants with a user-friendly interface with numerous filter options.   EU investment will benefit research and technology development in NextGen Internet, two-dimensional materials, big data, and the EU’s international cooperation.   EU investment will benefit research and technology development in artificial intelligence, data, robotics, photonics, semiconductors, quantum technology, and extended reality.   This investment will benefit projects relating to Artificial Intelligence, robotics and new materials.   The eArchiving Initiative provides core specifications, software, training and knowledge to help people store information for longer.   The work programmes detail objectives, scope, outcomes, deliverables, and budget allocations for each topic. Find all relevant documents and updates here post-adoption by the European Commission.   To make the EU the place where AI excellence thrives from the lab to the market, the European Union is setting up world-class Testing and Experimentation Facilities (TEFs) for AI.   European Digital Innovation Hubs (EDIHs) are one-stop shops supporting companies and public sector organisations to respond to digital challenges and become more competitive.   Find out the answers to your questions about the Digital Europe Programme.  14 October 2024",2024-11-17 18:05:58.986408
EU Grants and Funding Portal - EU Grants for Small Businesses,https://eufundingportal.eu/,"Call for applications for high-growth industrial startups with innovative solutions that address pressing challenges in the manufacturing sector to participate in a business development programme. Call for applications for Tourism SMEs from 5 European rural and remote areas to participate in training and capacity building program in order to  develop their sustainability and innovative practices and strategies while providing tools and skills to strengthen their competitiveness in a post-COVID-19 scenario. Call for applications for young European business professionals to participate in a business development programme in order to expand their networks, gain perspective, and engage with the U.S. business sector to exchange innovative ideas and best practices. Call for proposals for early-stage, for-profit technology start-ups to develop Open Source frontier technology solutions that have the potential to create radical change for children. Call for proposals for Principal Investigators whose proposals draw substantially on their ERC funded research to receive proof of concept grants in order to facilitate the exploration of the commercial and social innovation potential of ERC funded research. The financial contribution will be awarded as a lump sum of EUR 150 000 for a period of 18 months. Call for nominations for individuals, non-governmental organisations, social enterprises and community groups that have developed and implemented projects with a strong social impact to receive the CEB Award for Social Cohesion. The amount of the prize is EUR 45,000. Call for applications for civil society organisations, non-governmental organisations (NGOs), universities, think tanks, youth organisations, media organisations and research bodies to support projects directly contributing to societal resilience. Call for expression of interest for profit or non profit organisations offering services in the fields of digitalization and/or green transition and/or services to support their internationalization. Call for applications for SMEs that are offering water-smart solutions, especially for the agrifood & energy-intensive industries to boost their development or growth via internationalisation activities towards North America (Canada & USA). SMEs can apply for up to a maximum of €60 000 in total. Call for applications for SMEs to implement highly innovative solutions, to penetrate key markets and to attract critical mass of partners via three financial instruments. The applicants can apply ONLY for one training grant (worth € 250). EU Funding Portal is a searchable database of EU grants and funding opportunities for small businesses available in the EU. The database contains innovation and business development grants, acceleration programmes.",2024-11-17 18:06:05.792643
Startup funding - EU Grants,https://eufundingportal.eu/tag/startup-funding/," EU Grants and Funding  Startup grants and funding opportunities Call for applications for high-growth industrial startups with innovative solutions that address pressing challenges in the manufacturing sector to participate in a business development programme. Call for applications for growing and innovative healthcare start-ups working on solutions that have successfully closed a priced equity funding round in 2023 or 2024 to foster advancements that not only improve care but also promote long-term sustainability within European healthcare systems. The call offers up to €500,000 in funding per project, Call for applications for young entrepreneurs between the ages of 16 and 25 to participate in a business development challenge. The overall winner will receive a £10,000 (11,750€*) grant to help accelerate their business idea or start-up.. Call for applications for startups using AI to innovate responsibly in the cybersecurity market to participate in a hybrid business development program in order to receive essential growth skills, internationalization strategies, and Google tools and products to help them scale. Call for applications for healthcare startups, spin-offs, SMEs, hospitals, universities, as well as academic and research institutions to participate in a 12-month mentorship programme in order to help bring their groundbreaking solutions to market Call for applications by for early-stage water startups to participate in an accelerator programme in order to develop their solutions, commercialize their technologies, and enter new markets. Call for proposals for startups operating in the field of urban mobility to receive funding to continue critical innovation and to ultimately transform the European urban mobility landscape. Up to 2 Million Euro per company will be granted in mobility ventures. Call for applications for startups, SMEs and small mid-caps that have a highrisk/high-impact innovative technology, product, service or business model to participate in a business development programme and receive funding in the form of grants and equity investments, mentoring and networking opportunities. Applicants may receive funding up to EUR 15 million. Call for applications for SMEs, start-ups and scale-ups to participate in a business development programme in order to market new food products in the process of development or being highly improved at a nutritional/sustainable level. Call for applications for start-ups, spin-offs and SMEs owning and developing innovative biobased technologies with the aim of commercialization. in order to facilitate the rapid market introduction of biobased innovations. Entities may receive a financial support in the amount of €6.000 each. EU Funding Portal is a searchable database of EU grants and funding opportunities for small businesses available in the EU. The database contains innovation and business development grants, acceleration programmes.",2024-11-17 18:06:09.567340
